"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
4166,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000783,70.847656,641.988281,NA,26230,328
4167,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000798,80.501953,666.625,NA,33538,460
4168,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",2,0.0909090909090909,0.000355090909090909,0.001667,13.044921,505.957031,228.5,4520,178
4169,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",7,0.0606060606060606,0.000414272727272727,0.004244,29.730468,312.044921,323.428571,12449,263
4170,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000785,28.935546,257.71289,NA,10424,221
4171,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",4,0.0606060606060606,0.000236727272727273,0.002729,33.613281,347.361328,199.5,13878,498
4172,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",3,0.181818181818182,0.000532636363636364,0.002098,12.443359,522.246093,157.333333,3412,209
4173,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",2,0.0909090909090909,0.000355090909090909,0.001884,21.125,530.904296,90.5,8627,291
4174,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000859,17.550781,1302.330078,NA,3169,179
4175,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",1101,0.121212121212121,0.0651633333333333,0.53836,24.708984,323.197265,199.693914,5605,544
4176,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",0,0,0,0.00093,39.80664,461.128906,NA,18021,216
4177,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000777,111.279296,749.208984,NA,50245,434
4178,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",1214,0.0752688172043011,0.025495623655914,0.593651,51.541015,1143.867187,640.776771,9670,749
4179,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",9773,0.419354838709677,0.205246129032258,4.772901,204.355468,1822.660156,233.980865,22799,5043
4180,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",35,0.032258064516129,0.00220512903225806,0.017888,315.386718,880.089843,714.085714,139416,11017
4181,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000834,64.517578,783.86914,NA,29054,329
4182,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",0,0,0,0.000877,11.30664,491.884765,NA,4225,161
4183,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",1,0.032258064516129,6.3e-05,0.001356,78.416015,818.765625,39,36730,345
4184,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000814,60.728515,824.908203,NA,24996,517
4185,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000946,27.939453,193.173828,NA,13562,77
4186,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",12074,0.494623655913978,0.253570225806452,5.89645,460.728515,1763.804687,154.606758,81622,51415
4187,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000791,115.138671,309.86914,NA,55076,763
4188,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",3,0.0909090909090909,0.000532636363636364,0.00212,13.996093,587.349609,477,4307,122
4189,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",4,0.0909090909090909,0.000710181818181818,0.002682,9.724609,361.824218,230.5,1828,259
4190,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",1,0.0909090909090909,0.000177545454545455,0.001497,9.378906,571.601562,772,4060,125
4191,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.00083,93.857421,1101.458984,NA,40174,278
4192,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",4,0.0606060606060606,0.000236727272727273,0.002491,22.785156,287.779296,400.75,9462,171
4193,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000844,54.425781,1027.039062,NA,23067,234
4194,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",1182,0.043010752688172,0.0248235806451613,0.577973,38.46289,548.923828,385.829949,6988,790
4195,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,0.001694,16.085937,369.121093,119,4861,209
4196,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,0.001799,68.527343,244.818359,364,32122,430
4197,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",656,0.0967741935483871,0.0413306451612903,0.32109,59.55664,649.839843,770.425304,15362,2427
4198,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",188,0.0537634408602151,0.00394824731182796,0.09262,465.773437,714.638671,925.212765,116225,50793
4199,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.001298,12.623046,358.033203,438,2593,185
4200,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",6,0.021505376344086,0.000126,0.003792,109.546875,736.828125,907.5,49972,1068
4201,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000816,29.078125,328.007812,NA,13261,211
4202,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",5,0.010752688172043,0.000105,0.003389,47.822265,669.617187,658.4,19748,242
4203,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000997,16.476562,450.246093,NA,6769,81
4204,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",8157,0.354838709677419,0.171307956989247,3.983862,342.505859,1218.375,184.968125,62023,41544
4205,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000822,24.439453,184.46875,NA,11067,219
4206,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000874,10.61914,435.570312,NA,2890,111
4207,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",1,0.0303030303030303,5.91818181818182e-05,0.001115,14.039062,176.28125,430,6079,153
4208,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000776,37.703125,205.574218,NA,16699,283
4209,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",6,0.032258064516129,0.000378,0.003799,167.6875,906.107421,511,77206,769
4210,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",2312,0.182795698924731,0.0485551075268817,1.129755,252.654296,1011.167968,232.447231,33594,16520
4211,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",5,0.0645161290322581,0.000315,0.003323,61.867187,938.796875,871.4,25468,642
4212,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",7,0.032258064516129,0.000441,0.004135,87.396484,796.050781,686.142857,35793,593
4213,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000836,56.773437,170.34375,NA,26124,166
4214,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.001333,36.238281,376.382812,371,15404,323
4215,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",3,0.010752688172043,6.3e-05,0.002294,75.416015,703.908203,256.333333,33409,899
4216,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000814,17.333984,441.402343,NA,4711,108
4217,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",2,0.0909090909090909,0.000355090909090909,0.001955,18.380859,499.394531,284.5,8319,152
4218,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000812,33.052734,171.148437,NA,14963,208
4219,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",12,0.021505376344086,0.000252010752688172,0.006425,105.832031,892.28125,661.666666,49700,609
4220,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000842,44.943359,474.076171,NA,17341,638
4221,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",0,0,0,0.000886,37.158203,316.80664,NA,16784,440
4222,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000913,117.654296,786.363281,NA,52620,674
4223,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.00084,66.158203,131.300781,NA,30154,370
4224,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000853,87.505859,952.179687,NA,28550,526
4225,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000809,42.611328,707.091796,NA,14942,464
4226,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",254,0.121212121212121,0.0150331212121212,0.124837,61.435546,284.287109,232.401574,16203,4592
4227,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",393,0.121212121212121,0.0232599393939394,0.192652,28.865234,211.470703,178.366412,5453,704
4228,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000823,47.765625,261.630859,NA,22404,266
4229,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",1009,0.161290322580645,0.063571064516129,0.493462,51.007812,592.964843,608.606541,8613,1990
4230,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000844,89.296875,749.755859,NA,42506,474
4231,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",3,0.010752688172043,6.3e-05,0.002358,119.482421,610.207031,584.666666,55953,751
4232,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",329,0.0645161290322581,0.00690944086021505,0.161346,89.664062,806.558593,638.914893,20126,2525
4233,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000781,20.896484,1158.863281,NA,2810,211
4234,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000831,31.265625,1202.589843,NA,11159,340
4235,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",1,0.032258064516129,6.3e-05,0.001333,84.36914,1617.371093,103,38927,286
4236,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",3,0.0303030303030303,0.000177545454545455,0.002178,33.830078,330.351562,334.333333,13844,312
4237,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",2,0.0909090909090909,0.000355090909090909,0.00175,32.933593,518.992187,356.5,15102,284
4238,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",5,0.021505376344086,0.000105,0.003147,87.822265,1137.09375,1009.2,38248,412
4239,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",3,0.0909090909090909,0.000532636363636364,0.002348,28.033203,522.679687,322.666666,10909,243
4240,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000819,25.708984,201.552734,NA,9020,147
4241,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",6,0.181818181818182,0.00106527272727273,0.003465,16.816406,460.351562,341.666666,6342,205
4242,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",2,0.0303030303030303,0.000118363636363636,0.001658,39.101562,265.287109,129,17561,586
4243,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",9169,0.408602150537634,0.192561322580645,4.477969,462.99414,1565.464843,166.184971,66918,42936
4244,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000847,44.771484,1060.013671,NA,16706,357
4245,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",3,0.0303030303030303,0.000177545454545455,0.002473,10.550781,392.341796,302.333333,4235,135
4246,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000813,53.605468,657.847656,NA,25674,183
4247,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000847,99.132812,478.46289,NA,42081,635
4248,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000841,18.199218,402.972656,NA,4593,202
4249,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",1,0.032258064516129,6.3e-05,0.00129,260.083984,739.947265,119,101333,18460
4250,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000855,21.599609,157.478515,NA,8632,273
4251,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",13874,0.591397849462366,0.29137264516129,3.388073,796.367187,2312.228515,149.802147,190260,69228
4252,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",3561,0.182795698924731,0.0747857849462366,0.870267,279.316406,1790.423828,486.680707,69975,15595
4253,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",2315,0.258064516129032,0.145854322580645,0.566026,50.107421,2217.05664,623.01339,6535,1770
4254,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",0,0,0,0.000916,52.974609,1156.15625,NA,22372,623
4255,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",3,0.181818181818182,0.000532636363636364,0.001562,57.261718,865.646484,251,23443,435
4256,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",11,0.032258064516129,0.000693032258064516,0.003439,152.710937,1572.279296,949.90909,68266,1205
4257,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,0.001251,42.958984,784.386718,315,17891,429
4258,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",3996,0.247311827956989,0.0839213655913979,0.97656,189.568359,1864.951171,192.295545,30501,6235
4259,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",393,0.043010752688172,0.00825352688172043,0.096697,146.617187,1845.349609,972.974554,38189,3299
4260,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.000768,244.550781,917.388671,NA,110251,1467
4261,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",12,0.0303030303030303,0.000710212121212121,0.003827,55.382812,619.298828,252.5,21867,791
4262,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",25557,0.913978494623656,0.536731344086022,6.240447,514.554687,3750.414062,128.211214,77964,46965
4263,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",0,0,0,0.000864,30.435546,406.341796,NA,10623,345
4264,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",9,0.0909090909090909,0.001598,0.00303,43.267578,1019.833984,245,17116,522
4265,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",0,0,0,0.000836,22.933593,674.830078,NA,10082,247
4266,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",7,0.0909090909090909,0.00124281818181818,0.002653,44.738281,1214.59375,302.714285,19001,380
4267,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",0,0,0,0.000774,30.96875,422.953125,NA,11057,624
4268,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",2,0.010752688172043,4.2e-05,0.001334,83.673828,1649.404296,980,37319,688
4269,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",4,0.0909090909090909,0.000710181818181818,0.001645,61.36914,651.892578,206.5,26840,577
4270,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",10,0.129032258064516,0.000630032258064516,0.003165,188.800781,2054.859375,920.9,80625,2512
4271,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",0,0,0,0.000769,38.226562,337.007812,NA,13582,595
4272,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",0,0,0,0.000935,68.658203,900.167968,NA,30743,893
4273,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",6,0.0909090909090909,0.00106527272727273,0.002312,32.429687,1226.044921,232.833333,12114,379
4274,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",15462,0.666666666666667,0.324722774193548,3.775801,506.132812,4141.859375,196.280623,17582,10019
4275,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",1,0.0303030303030303,5.91818181818182e-05,0.000995,37.71289,518.716796,562,14669,305
4276,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.000971,157.861328,663.08789,682,72743,1237
4277,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000812,186.550781,1195.228515,NA,70975,3124
4278,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.00103,22.123046,695.552734,207,8236,240
4279,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",2,0.032258064516129,0.000126,0.001225,111.421875,2294.314453,595.5,48031,1123
4280,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",2131,0.258064516129032,0.134261580645161,0.521152,112.945312,2374.132812,762.651337,19523,3662
4281,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",20158,0.795698924731183,0.423345086021505,4.922323,460.544921,4478.097656,149.952177,20348,5501
4282,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",0,0,0,0.000797,26.691406,328.697265,NA,6299,633
4283,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",230,0.0967741935483871,0.0144909032258065,0.05702,203.308593,1582.238281,647.030434,79109,3212
4284,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",231,0.0537634408602151,0.00485130107526882,0.057099,649.607421,2050.9375,731.956709,194133,51668
4285,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",5,0.0303030303030303,0.000295909090909091,0.002125,85.144531,615.1875,379,35432,1296
4286,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",0,0,0,0.000827,27.425781,479.109375,NA,6477,658
4287,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000837,118.933593,1345.349609,NA,50694,1007
4288,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",8,0.0645161290322581,0.000504032258064516,0.002843,168.796875,1882.191406,885.375,71956,1905
4289,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",4,0.0303030303030303,0.000236727272727273,0.001764,61.054687,589.269531,243.25,23260,643
4290,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",8,0.0645161290322581,0.000504032258064516,0.002679,276.976562,2203.955078,656.5,130356,1989
4291,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",1,0.0303030303030303,5.91818181818182e-05,0.00117,67.65625,679.294921,116,26759,587
4292,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",2,0.0645161290322581,0.000126,0.001279,213.234375,2148.044921,1159.5,98335,1221
4293,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",15,0.0645161290322581,0.000945032258064516,0.00435,80.023437,889.308593,1147.066666,22180,1087
4294,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.00083,87.632812,2472.515625,NA,34146,386
4295,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",21402,0.849462365591398,0.44947076344086,5.225996,548.166015,5036.123046,91.983038,30194,14856
4296,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,0.001398,29.435546,328.935546,333.5,12695,307
4297,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",27,0.181818181818182,0.004794,0.007272,94.345703,986.40039,256.333333,40333,1084
4298,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",6,0.0645161290322581,0.000378,0.002416,107.029296,1896.609375,983.333333,44826,897
4299,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.000922,383.396484,1774.96875,NA,176971,7858
4300,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",6221,0.32258064516129,0.13064935483871,1.519667,494.970703,2198.722656,359.69185,49983,26383
4301,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000816,178.267578,1316.353515,NA,74596,1111
4302,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",4,0.0303030303030303,0.000236727272727273,0.001933,96.15039,666.048828,385.25,43588,1043
4303,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",0,0,0,0.000836,53.849609,438.708984,NA,22267,403
4304,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",23469,0.849462365591398,0.492880537634409,5.730687,1522.488281,4578.023437,192.481145,333369,160897
4305,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",1802,0.242424242424242,0.106652454545455,0.440808,45.638671,724.472656,212.776914,8248,2470
4306,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,0.001262,61.007812,573.808593,424,28446,329
4307,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",2,0.010752688172043,4.2e-05,0.001295,319.746093,1326.919921,977,117452,6750
4308,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",6,0.0967741935483871,0.000378,0.002288,237.820312,1693.121093,842.333333,109067,1955
4309,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",5092,0.290322580645161,0.106938838709677,1.24399,438.546875,1582.810546,291.351728,54657,30570
4310,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",18,0.0303030303030303,0.00106533333333333,0.005198,59.421875,323.273437,282.888888,24394,1047
4311,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",1896,0.258064516129032,0.11945564516129,0.463756,95.632812,1621.185546,832.76424,15003,2177
4312,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.00082,102.972656,1797.855468,NA,42746,890
4313,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",3,0.010752688172043,6.3e-05,0.001559,129.072265,1662.923828,397.333333,47143,1707
4314,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",5910,0.727272727272727,0.349786909090909,1.44377,247.197265,1333.037109,133.426903,42133,24793
4315,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",6,0.0606060606060606,0.000355090909090909,0.002363,75.048828,734.105468,444.833333,32574,865
4316,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.000808,68.300781,1741.234375,NA,26870,532
4317,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",7,0.0967741935483871,0.000441,0.002603,166.554687,1964.873046,745.428571,71084,1461
4318,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",4977,0.268817204301075,0.104523688172043,1.215966,656.794921,2813.607421,194.449668,11632,7328
4319,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",6,0.181818181818182,0.00106527272727273,0.002287,43.171875,1048.9375,292,18285,389
4320,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.001035,57.68164,704.277343,332,23435,550
4321,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,0.001283,96.537109,639.371093,118,45002,596
4322,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",2146,0.424242424242424,0.127012303030303,0.524757,195.128906,944.916015,188.971109,13921,6249
4323,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"d",4,0.0303030303030303,0.000236727272727273,0.001791,41.58789,472.568359,538.75,18489,345
4324,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000843,131.117187,1303.005859,NA,46886,1389
4325,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",5,0.0645161290322581,0.000315,0.00213,119.357421,1690.201171,431.2,51130,1152
4326,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",19,0.032258064516129,0.000399021505376344,0.005455,152.015625,1524.771484,977.789473,59549,1570
4327,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",2023,0.258064516129032,0.127457129032258,0.494805,619.230468,1516.300781,846.663371,274126,11796
4328,"a","ho","3_8",1,24,3,"g","u",3,8,225,33,4,28,"r",4,0.0303030303030303,0.000236727272727273,0.001877,46.195312,711.310546,284,18817,651
4329,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",6,0.129032258064516,0.000378,0.002302,98.546875,1949.027343,495.333333,42020,819
4330,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",15,0.129032258064516,0.000945032258064516,0.004548,128.632812,2081.535156,875.533333,54415,1432
4331,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",13789,0.580645161290323,0.28958752688172,3.367343,846.240234,2500.105468,161.992675,225795,114368
4332,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",15,0.0967741935483871,0.000945032258064516,0.004484,184.412109,1676.046875,784.266666,70374,2075
4333,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000842,305.189453,1555.501953,NA,143396,2128
4334,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"d",0,0,0,0.00081,144.330078,1544.382812,NA,52814,1506
4335,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000843,262.941406,1184.734375,NA,114927,2561
4336,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"d",0,0,0,0.000815,142.058593,1019.507812,NA,54555,2044
4337,"a","ho","3_8",1,24,3,"g","u",3,8,625,31,12,78,"r",2612,0.354838709677419,0.164566516129032,0.638562,168.382812,2802.273437,617.252679,36916,5735
4338,"a","ho","3_8",1,24,3,"g","u",3,8,625,93,12,78,"r",4,0.021505376344086,8.4e-05,0.001871,190.601562,1145.564453,580,83899,2198
4339,"a","ho","3_8",1,24,3,"g","u",3,8,225,11,4,28,"r",0,0,0,0.000891,33.572265,960.632812,NA,12305,383
