"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
3980,"a","bi","3_8",3,24,2,"s","u",3,4,225,11,4,28,"d",929,0.363636363636364,0.164950272727273,53.124937,35.636718,1765.207031,193.327233,7155,687
3981,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,145.311285,254.849609,1742.402343,602,8760,2253
3982,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",3125,0.580645161290323,0.196887580645161,33.322723,699.615234,5896.15625,473.792639,9288,3031
3983,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"r",0,0,0,561.486167,384.632812,4354.603515,NA,61114,23099
3984,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"d",6,0.032258064516129,0.000378,122.052379,381.53125,6737.845703,904.666666,85631,16878
3985,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",0,0,0,512.948568,128.953125,3458.191406,NA,16222,1087
3986,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"r",144,0.043010752688172,0.00302418279569892,495.394578,519.08789,3867.617187,931.124999,175354,43825
3987,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"d",674,0.129032258064516,0.0424647096774194,110.902747,119.636718,4373.828125,723.918397,20552,2812
3988,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"r",12,0.0303030303030303,0.000710212121212121,130.534715,82.726562,1697.175781,240,2944,415
3989,"a","bi","3_8",3,24,2,"s","u",3,4,225,11,4,28,"d",643,0.363636363636364,0.114169,58.002378,44.96289,813.037109,314.687402,6916,1262
3990,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",1942,0.419354838709677,0.122353806451613,237.218307,352.058593,4367.875,554.319258,37409,5027
3991,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"r",3289,0.193548387096774,0.0690734193548387,512.000233,747.412109,3487.722656,741.910003,97592,40683
3992,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"d",13,0.043010752688172,0.000273010752688172,163.916295,697.05664,5198.412109,622.692307,191961,29947
3993,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",14,0.0606060606060606,0.000828575757575758,58.425732,89.658203,1518.892578,407.428571,11241,2883
3994,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"r",0,0,0,202.315756,86.628906,1682.664062,NA,6743,572
3995,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",1476,0.290322580645161,0.092993935483871,188.618314,392.933593,5671.578125,530.356368,13744,3108
3996,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"r",124,0.032258064516129,0.00260416129032258,450.875364,493.835937,4104.162109,762.443548,13815,2843
3997,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",5,0.0303030303030303,0.000295909090909091,70.714369,90.113281,1175.21875,179.8,15514,3142
3998,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"d",6,0.010752688172043,0.000126,229.026773,305.880859,2346.513671,176.166666,62200,9585
3999,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",20,0.032258064516129,0.00126006451612903,463.462781,200.568359,4198.710937,928.1,13662,999
4000,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"r",67,0.043010752688172,0.00140708602150538,378.035246,309.054687,6030.99414,867.283582,24785,1945
4001,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"d",0,0,0,261.933182,183.15039,1876.246093,NA,25531,2381
4002,"a","bi","3_8",3,24,2,"s","u",3,4,225,11,4,28,"r",849,0.636363636363636,0.150745727272727,32.033143,288.951171,2522.658203,268.207302,1956,699
4003,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"r",3059,0.483870967741935,0.192729322580645,325.085677,463.09375,4054.927734,516.562929,93611,30297
4004,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",60,0.0606060606060606,0.00355112121212121,73.21432,60.375,1251.1875,415.199999,9340,1635
4005,"a","bi","3_8",3,24,2,"s","u",3,4,625,31,12,78,"d",928,0.129032258064516,0.0584677096774194,162.609641,695.507812,4373.578125,793.202586,259816,39649
4006,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"d",6,0.010752688172043,0.000126,111.501401,661.474609,3348.904296,758.833333,252458,29255
4007,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",9,0.0303030303030303,0.000532666666666667,35.932984,284.947265,1821.933593,359,36786,5051
4008,"a","bi","3_8",3,24,2,"s","u",3,4,625,93,12,78,"d",0,0,0,373.283855,766.923828,5473.091796,NA,203080,58618
4009,"a","bi","3_8",3,24,2,"s","u",3,4,225,11,4,28,"r",586,0.636363636363636,0.104048272727273,96.22147,135.261718,1789.980468,283.508532,2808,623
4010,"a","bi","3_8",3,24,2,"s","u",3,4,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,77.62968,116.939453,1765.111328,316.5,9561,1498
4011,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,90.209705,182.361328,5808.542968,NA,15546,3039
4012,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,131.340481,656.566406,15777.777343,NA,130801,12222
4013,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,206.702021,355.458984,18716.152343,NA,44875,3753
4014,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,28.245874,275.707031,23101.695312,NA,44154,3832
4015,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,193.800508,424.683593,14297.386718,NA,35120,6244
4016,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,61.751506,109.453125,6633.486328,NA,12702,1597
4017,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,97.238312,341.65039,18416.789062,NA,47701,4357
4018,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,59.649424,247.486328,7241.158203,NA,13527,2338
4019,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,41.907912,106.667968,6052.701171,NA,18415,1690
4020,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,18.711285,167.826171,7538.296875,NA,13920,3044
4021,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,350.931738,856.925781,18333.859375,NA,43008,5147
4022,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,130.195611,573.816406,6259.71875,NA,29062,3539
4023,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,51.046896,300.544921,6347.291015,NA,54262,8005
4024,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,393.705924,1213.123046,17565.058593,NA,95977,8886
4025,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,70.584537,392.714843,7931.447265,NA,28318,3049
4026,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,133.661614,505.794921,15782.943359,NA,71170,7903
4027,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,157.920493,562.90625,6130.394531,NA,22648,2646
4028,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,505.598546,1728.052734,16896.392578,NA,106332,29843
4029,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,442.280034,1401.447265,15215.609375,NA,388837,102207
4030,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,262.987179,1487.060546,11143.541015,NA,467396,54488
4031,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,70.566893,340.892578,7953.902343,NA,21918,2828
4032,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,300.841366,1560.263671,16472.285156,NA,111037,21084
4033,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,157.195739,581.023437,5987.501953,NA,23462,2602
4034,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,65.226253,566.875,9234.283203,NA,42636,3363
4035,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,100.183054,294.152343,17625.027343,NA,78113,2989
4036,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,334.115176,410.027343,13917.029296,NA,61645,5959
4037,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,209.906701,676.55664,20055.480468,NA,81257,11165
4038,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,117.072033,437.105468,6627.833984,NA,23873,2240
4039,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,169.135237,572.042968,6235.283203,NA,16114,2246
4040,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,155.403404,967.789062,6788.330078,NA,29669,3827
4041,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,121.559393,496.427734,18660.810546,NA,73004,10462
4042,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,51.852717,119.830078,6836.316406,NA,36889,2270
4043,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,81.501365,535.242187,19794.167968,NA,130035,11743
4044,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,198.819895,377.804687,12831.914062,NA,48461,4834
4045,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,233.068705,1507.492187,17720.710937,NA,428159,72444
4046,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,520.634249,1491.833984,17062.582031,NA,76336,14017
4047,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,73.731092,388.667968,6946.613281,NA,31017,2521
4048,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,83.764239,257.029296,18565.234375,NA,77818,3344
4049,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,90.936999,295.210937,20744.511718,NA,49027,6010
4050,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,148.483343,662.458984,6290.15039,NA,23485,3656
4051,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,105.727034,558.251953,23439.751953,NA,110562,9040
4052,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,68.094778,551.55664,18293.496093,NA,138284,6101
4053,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,68.526015,334.017578,7404.220703,NA,30247,2367
4054,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,344.507979,502.638671,16911.318359,NA,35250,4372
4055,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,325.795543,990.052734,16224.634765,NA,62239,8946
4056,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,138.660702,570.685546,6523.177734,NA,30955,3031
4057,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,325.120149,1280.34375,17884.982421,NA,159514,51725
4058,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,67.216303,314.263671,7291.699218,NA,19920,1944
4059,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,331.78458,606.210937,13282.988281,NA,106680,5430
4060,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,161.890588,490.65625,5884.9375,NA,31046,3010
4061,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,611.525331,1006.074218,16191.769531,NA,64290,5531
4062,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,90.394685,387.646484,17160.501953,NA,100878,4013
4063,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,551.799562,1615.943359,17608.957031,NA,79115,17735
4064,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,138.074437,538.615234,6366.630859,NA,21437,2191
4065,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,514.773565,988.064453,15506.037109,NA,53247,5279
4066,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,25.683366,116.345703,7688.705078,NA,30640,2007
4067,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,70.618168,431.716796,6943.779296,NA,20822,1800
4068,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,68.455795,253.195312,6405.99414,NA,34309,6039
4069,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,280.21774,1271.318359,20756.611328,NA,71068,15924
4070,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,99.892249,188.078125,4515.02539,NA,19968,3719
4071,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,193.165597,5364.605468,12377.304687,NA,2514513,150452
4072,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,75.669999,409.90039,20307.705078,NA,102063,3315
4073,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,557.21223,874.818359,15590.158203,NA,50589,5363
4074,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,54.804185,460.162109,18796.041015,NA,135782,6632
4075,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,168.694824,1260.773437,12067.878906,NA,191622,53533
4076,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,73.460762,295.957031,20191.423828,NA,66726,2783
4077,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,206.212151,612.550781,16574.404296,NA,71873,8889
4078,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,76.973753,198.072265,4980.49414,NA,23915,4413
4079,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,63.467295,559.83789,8584.80664,NA,26238,2104
4080,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,88.829845,272.595703,6721.09375,NA,36433,5343
4081,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,65.267381,396.691406,19606.507812,NA,45293,6036
4082,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,391.578079,1282.324218,16126.632812,NA,59294,6383
4083,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,571.390094,1112.785156,14312.164062,NA,61950,13384
4084,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,345.478535,434.71875,12980.662109,NA,48700,4850
4085,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,307.68654,862.203125,18379.4375,NA,62145,4478
4086,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,75.070457,311.669921,6886.761718,NA,18533,4959
4087,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,90.166135,575.455078,7168.357421,NA,11936,2255
4088,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,78.739958,214.447265,5857.978515,NA,21897,3999
4089,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,61.353673,83.207031,6701.714843,NA,12040,1414
4090,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,90.396183,174.935546,5419.166015,NA,15649,1785
4091,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,147.152931,404.626953,5749.677734,NA,23879,2582
4092,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,50.427138,373.001953,8183.318359,NA,18309,2540
4093,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,339.299866,717.4375,15801.238281,NA,90156,11181
4094,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,70.320363,445.365234,6964.103515,NA,22155,2455
4095,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,36.867536,105.292968,5055.779296,NA,15829,1672
4096,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,505.567592,1097.117187,14638.908203,NA,194371,41818
4097,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,169.398332,504.042968,6219.308593,NA,26016,2657
4098,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,167.279769,626.326171,5866.261718,NA,34390,3679
4099,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,50.082388,113.916015,7240.626953,NA,16654,2057
4100,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,494.801879,1087.884765,14751.576171,NA,86664,16626
4101,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,575.389466,1110.007812,15443.466796,NA,75111,15706
4102,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,64.580106,94.427734,6087.458984,NA,15307,1406
4103,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,34.045163,124.751953,7511.609375,NA,17457,1930
4104,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,71.394673,151.916015,5705.634765,NA,19500,3938
4105,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,553.231496,1674.050781,16026.427734,NA,295066,108588
4106,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,46.02352,223.359375,24993.748046,NA,43603,2359
4107,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,197.040648,483.84375,19329.02539,NA,65425,6715
4108,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,491.281352,1848.296875,20171.171875,NA,319873,95786
4109,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,85.675744,225.923828,6273.240234,NA,17390,4652
4110,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,96.958025,179.828125,5595.316406,NA,23906,3424
4111,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,154.956207,494.392578,6326.451171,NA,28161,2762
4112,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,90.608915,366.841796,20136.175781,NA,93898,4575
4113,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,161.172438,753.03125,18671.322265,NA,117471,12476
4114,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"r",0,0,0,153.240036,671.74414,6546.373046,NA,17287,2420
4115,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"d",0,0,0,74.912298,376.042968,16978.394531,NA,44455,4365
4116,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,68.86662,416.917968,6709.404296,NA,21418,2296
4117,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,23.105076,100.697265,6413.476562,NA,23059,1657
4118,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,50.635102,642.271484,8381.908203,NA,31575,3097
4119,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"r",0,0,0,57.913265,257.669921,6222.849609,NA,28014,2373
4120,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,88.210002,217.925781,5930.595703,NA,24131,2677
4121,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,86.051012,202.683593,4052.673828,NA,46207,3157
4122,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,68.536348,152.322265,7427.615234,NA,24416,2670
4123,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,47.453441,87.433593,7893.179687,NA,16505,1584
4124,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,49.065053,117.816406,6048.007812,NA,23408,1922
4125,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,534.015887,1538.037109,15240.251953,NA,93104,20835
4126,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"r",0,0,0,299.973356,1469.78125,20147.441406,NA,131979,22567
4127,"a","bi","4_24",6,96,2,"s","u",4,8,625,31,12,78,"d",0,0,0,52.401965,237.771484,21235.144531,NA,41043,3372
4128,"a","bi","4_24",6,96,2,"s","u",4,8,625,93,12,78,"r",0,0,0,556.04491,583.001953,13006.894531,NA,47115,3762
4129,"a","bi","4_24",6,96,2,"s","u",4,8,225,33,4,28,"d",0,0,0,96.088075,189.960937,5064.332031,NA,29848,4351
4130,"a","bi","4_24",6,96,2,"s","u",4,8,225,11,4,28,"d",0,0,0,61.764533,152.582031,5668.572265,NA,37061,1856
4131,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.001325,15.521484,458.095703,134,6168,130
4132,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",3,0.010752688172043,6.3e-05,0.002141,78.99414,670.580078,1029,33589,520
4133,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000973,30.533203,336.230468,NA,15309,113
4134,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",7,0.021505376344086,0.000147,0.004206,70.625,719.730468,397,30752,489
4135,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",8,0.0606060606060606,0.000473454545454545,0.004807,26.382812,248.11914,254.625,10172,563
4136,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",12417,0.483870967741935,0.260773688172043,6.063924,440.892578,1993.935546,102.748087,86348,60155
4137,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",8,0.0645161290322581,0.000504032258064516,0.004772,137.943359,811.445312,1029.875,60679,1493
4138,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",6221,0.32258064516129,0.13064935483871,3.038461,356.300781,1030.996093,149.883298,63902,39457
4139,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"d",0,0,0,0.000841,41.542968,493.689453,NA,11867,629
4140,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",818,0.129032258064516,0.0515372903225806,0.400135,262.863281,648.925781,749.298288,124541,3752
4141,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",3,0.032258064516129,0.000189,0.002334,46.984375,1133.65039,1103.666666,15949,232
4142,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",1,0.032258064516129,6.3e-05,0.001146,19.882812,1011.039062,325,6010,270
4143,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",3,0.032258064516129,0.000189,0.002305,54.044921,824.660156,427.333333,20336,330
4144,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",4,0.0606060606060606,0.000236727272727273,0.002698,10.955078,436.982421,249.999999,3789,146
4145,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",3970,0.545454545454545,0.234966848484848,1.939403,123.527343,671.261718,92.652896,7790,4615
4146,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",5,0.0909090909090909,0.000887727272727273,0.003159,46.722656,311.599609,355.8,20700,290
4147,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",0,0,0,0.000905,16.912109,259.99414,NA,6066,214
4148,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",1,0.032258064516129,6.3e-05,0.001433,62.013671,1127.271484,611,28859,408
4149,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",3,0.0909090909090909,0.000532636363636364,0.002126,17.21289,486.568359,444,6783,174
4150,"a","ho","3_4",1,12,3,"g","u",3,4,625,93,12,78,"r",9234,0.408602150537634,0.193926408602151,4.509713,473.701171,1270.349609,132.762508,115371,55338
4151,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000846,13.933593,162.980468,NA,2509,250
4152,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",0,0,0,0.000815,71.701171,735.734375,NA,29942,421
4153,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",1,0.0303030303030303,5.91818181818182e-05,0.00139,18.677734,270.798828,56,7267,209
4154,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"r",2,0.0303030303030303,0.000118363636363636,0.001849,21.341796,277.978515,273,8702,247
4155,"a","ho","3_4",1,12,3,"g","u",3,4,225,33,4,28,"d",0,0,0,0.000848,50.443359,213.644531,NA,22897,875
4156,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",7,0.0645161290322581,0.000441,0.004283,87.537109,786.765625,1174.428571,33731,634
4157,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",1,0.0909090909090909,0.000177545454545455,0.001254,9.65625,274.376953,189,1769,138
4158,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"d",0,0,0,0.000776,41.945312,275.392578,NA,17745,324
4159,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",5,0.0645161290322581,0.000315,0.003134,37.464843,1035.771484,737.8,13250,220
4160,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",8,0.0909090909090909,0.00142036363636364,0.004749,16.160156,436.898437,214.5,5185,153
4161,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",7,0.0967741935483871,0.000441,0.004129,107.945312,821.412109,917.285714,45117,1570
4162,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",1,0.0909090909090909,0.000177545454545455,0.00131,24.835937,360.642578,630,10224,128
4163,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"d",6,0.0645161290322581,0.000378,0.003521,33.019531,992.859375,1003,12551,648
4164,"a","ho","3_4",1,12,3,"g","u",3,4,625,31,12,78,"r",1,0.032258064516129,6.3e-05,0.001223,56.498046,759.644531,816,24489,394
4165,"a","ho","3_4",1,12,3,"g","u",3,4,225,11,4,28,"r",3,0.0909090909090909,0.000532636363636364,0.002417,34.876953,454.894531,267.666666,15449,514
