"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
179,"a","g","n",3,5,225,11,4,28,"r",2202.748,0.789090909090909,0.391112924,0.861265712,0,757.20755077,155.355722680976,0,0
180,"a","g","n",3,5,625,31,12,78,"d",2384.274,0.378516129032258,0.150218876451613,0.93210751,0,2045.581675774,734.131540548447,0,0
181,"a","g","n",3,5,625,93,12,78,"d",1.144,0.00636559139784946,2.40246021505376e-05,0.00122706,0,754.538792986,869.75,0,0
182,"a","g","n",3,5,625,31,12,78,"r",5252.922,0.668322580645161,0.330955267870968,2.052766496,0,1800.88401954,279.752901268667,0,0
183,"a","g","n",3,5,625,93,12,78,"r",19251.668,0.680645161290323,0.40431090372043,7.52106263,0,2860.120718756,295.514888727035,0,0
184,"a","g","n",3,5,625,31,12,78,"r",7855.718,0.827548387096774,0.494941910193548,3.069466198,0,1730.812632802,411.41870803843,0,0
185,"a","g","n",3,5,225,33,4,28,"r",6420.82,0.691090909090909,0.380020123212121,2.509026758,0,951.376238284,144.086866637959,0,0
186,"a","g","n",3,5,225,11,4,28,"d",15.294,0.0721818181818182,0.00271554454545455,0.006703746,0,287.969179684,435.074372230113,0,0
187,"a","g","n",3,5,625,31,12,78,"r",7567.964,0.797096774193548,0.476812247870968,2.957113738,0,2696.243769538,388.806623694578,0,0
188,"a","g","n",3,5,625,93,12,78,"r",19350.008,0.705096774193548,0.40637617627957,7.55950654,0,2734.780410162,440.732245794802,0,0
189,"a","g","n",3,5,225,11,4,28,"r",2620.132,0.822363636363636,0.465222302181818,1.024335162,0,993.226625014,193.077643561426,0,0
190,"a","g","n",3,5,625,93,12,78,"d",1753.846,0.100752688172043,0.036833123483871,0.685909804,0,1530.119144522,770.438732025073,0,0
191,"a","g","n",3,5,225,11,4,28,"d",1087.056,0.494727272727273,0.193014203454545,0.425368682,0,376.286992206,318.254907794971,0,0
192,"a","g","n",3,5,225,11,4,28,"r",2774.368,0.838545454545455,0.492607952363636,1.084579522,0,958.047187484,175.18045237747,0,0
193,"a","g","n",3,5,225,33,4,28,"r",6015.136,0.678545454545455,0.35600946969697,2.350558178,0,880.666109372,114.447995695532,0,0
194,"a","g","n",3,5,625,93,12,78,"r",23122.908,0.770150537634409,0.485612147333333,9.033307914,0,2913.607683602,281.193954135051,0,0
195,"a","g","n",3,5,625,31,12,78,"d",0.024,0.000774193548387097,1.512e-06,0.000758628,0,937.321046864,NA,0,0
196,"a","g","n",3,5,625,93,12,78,"r",19511.778,0.681913978494624,0.409773563505376,7.622697264,0,2626.224453114,311.072444846543,0,0
197,"a","g","n",3,5,625,93,12,78,"d",651.074,0.0563655913978495,0.0136734293548387,0.25510173,0,953.45249217,688.47409071754,0,0
198,"a","g","n",3,5,625,31,12,78,"r",8421.862,0.842258064516129,0.530611266,3.29069571,0,2675.801753882,332.509400476242,0,0
199,"a","g","n",3,5,625,31,12,78,"d",1611.654,0.306903225806452,0.101540700258065,0.630286372,0,1334.14946874,517.895847798105,0,0
200,"a","g","n",3,5,225,33,4,28,"r",7190.68,0.764666666666667,0.425584753393939,2.809756564,0,1026.221875004,141.678578273597,0,0
201,"a","g","n",3,5,225,11,4,28,"r",1997.446,0.722181818181818,0.354660155272727,0.781064876,0,735.100785148,143.791379273404,0,0
202,"a","g","n",3,5,225,33,4,28,"r",6953.548,0.741757575757576,0.411549953636364,2.71713983,0,844.329972654,157.806096676176,0,0
203,"a","g","n",4,10,625,31,12,78,"d",2232.276,0.339032258064516,0.140642389677419,0.43675647,0,3243.499019586,611.532020648211,0,0
204,"a","g","n",4,10,225,11,4,28,"d",1838.562,0.657090909090909,0.326449219272727,0.359884194,0,1789.531074268,207.28109731665,0,0
205,"a","g","n",4,10,225,33,4,28,"r",8558.652,0.782242424242424,0.50654900569697,1.672505806,0,1745.07033601,114.355710517984,0,0
206,"a","g","n",4,10,225,11,4,28,"d",1099.866,0.432363636363636,0.195288706181818,0.215579884,0,901.794128984,257.874142381788,0,0
207,"a","g","n",4,10,625,93,12,78,"d",0.11,0.00111827956989247,2.31e-06,0.000791042,0,1593.775648506,1217.4,0,0
208,"a","g","n",4,10,625,93,12,78,"d",1496.92,0.0951612903225807,0.0314373318709677,0.293114284,0,1460.929046936,962.754124164679,0,0
209,"a","g","n",4,10,625,93,12,78,"d",0.094,0.000967741935483871,1.974e-06,0.000819556,0,1653.30092192,1013.82,0,0
210,"a","g","n",4,10,225,33,4,28,"d",640.292,0.0924242424242424,0.037896068969697,0.125857132,0,600.303640672,365.517608811655,0,0
211,"a","g","n",4,10,625,93,12,78,"d",0.062,0.000623655913978495,1.302e-06,0.000781068,0,1574.43613677,1127.86111111111,0,0
212,"a","g","n",4,10,225,11,4,28,"r",1.412,0.0587272727272727,0.000250702181818182,0.001118118,0,1267.986761788,277.182777777778,0,0
213,"a","g","n",4,10,225,33,4,28,"r",7969.104,0.760121212121212,0.47165625030303,1.557351886,0,1314.829265694,159.406515872162,0,0
214,"a","g","n",4,10,225,33,4,28,"d",0.034,0.00096969696969697,2.01218181818182e-06,0.000780778,0,553.273347724,344.857142857143,0,0
215,"a","g","n",4,10,625,31,12,78,"d",4215.828,0.541548387096774,0.265614163032258,0.824218062,0,4983.46798051,638.147484747018,0,0
216,"a","g","n",4,10,625,93,12,78,"r",22587.506,0.730967741935484,0.47436798572043,4.41251803,0,4419.601347714,373.426161438162,0,0
217,"a","g","n",4,10,625,93,12,78,"r",23347.866,0.740387096774194,0.490336567741935,4.561028256,0,4565.021644594,256.351275674842,0,0
218,"a","g","n",4,10,225,11,4,28,"r",1548.39,0.573636363636364,0.274927202,0.303216866,0,1231.749882868,197.77520744258,0,0
219,"a","g","n",4,10,225,33,4,28,"r",8283.094,0.778909090909091,0.490239939212121,1.618694334,0,1887.37496882,170.203971418698,0,0
220,"a","g","n",4,10,625,31,12,78,"r",6911.84,0.701741935483871,0.435473790774194,1.350804814,0,3527.080894588,301.806362156513,0,0
221,"a","g","n",4,10,625,31,12,78,"d",0.05,0.00161290322580645,3.15e-06,0.000788536,0,2285.164105546,1052.2,0,0
222,"a","g","n",4,10,225,33,4,28,"d",0.004,0.000121212121212121,2.36727272727273e-07,0.000771112,0,403.535687552,NA,0,0
223,"a","g","n",4,10,225,33,4,28,"r",6123.282,0.58830303030303,0.36241015569697,1.196850678,0,1274.118910244,116.954196769403,0,0
224,"a","g","n",4,10,625,93,12,78,"r",24112.394,0.770881720430107,0.506392683139785,4.710332144,0,4973.026789092,338.071770725298,0,0
225,"a","g","n",4,10,225,33,4,28,"d",0.068,0.002,4.02436363636364e-06,0.000819536,0,580.87655085,421.777777777778,0,0
226,"a","g","n",4,10,625,93,12,78,"r",22485.98,0.723612903225806,0.472235803139785,4.392684542,0,3915.742699268,281.644434833163,0,0
227,"a","g","n",4,10,225,33,4,28,"d",0.006,0.000181818181818182,3.55090909090909e-07,0.000744658,0,462.925863328,NA,0,0
228,"a","g","n",4,10,225,11,4,28,"r",2190.89,0.649636363636364,0.389007456181818,0.428699206,0,1542.798648514,189.800369000663,0,0
229,"a","g","n",4,10,625,31,12,78,"d",0.13,0.00348387096774194,8.19e-06,0.000767386,0,2160.2704532,1193.1,0,0
230,"a","g","n",4,10,625,31,12,78,"d",0.484,0.0116129032258065,3.04921935483871e-05,0.000824084,0,1892.45773836,1174.32432432432,0,0
231,"a","g","n",4,10,225,11,4,28,"r",3075,0.819636363636364,0.545987215636364,0.601373852,0,1861.78292976,181.368733162937,0,0
232,"a","g","n",4,10,225,11,4,28,"d",0.04,0.00345454545454545,7.10181818181818e-06,0.000816036,0,882.031609448,294.333333333333,0,0
233,"a","g","n",4,10,625,31,12,78,"r",9778.048,0.866967741935484,0.616056451548387,1.910646878,0,4820.327886788,298.26380367761,0,0
234,"a","g","n",4,10,225,11,4,28,"d",0.056,0.00436363636363636,9.94254545454546e-06,0.000745988,0,697.914515692,400,0,0
235,"a","g","n",4,10,625,93,12,78,"d",0.006,6.45161290322581e-05,1.26e-07,0.00081205,0,2003.694261782,NA,0,0
236,"a","g","n",4,10,625,31,12,78,"r",8061.812,0.744129032258064,0.507926662258064,1.575458422,0,4192.563757878,343.375950763855,0,0
237,"a","g","n",4,10,625,31,12,78,"r",9400.718,0.830129032258065,0.592283140322581,1.836958788,0,4417.445918018,307.069644801657,0,0
238,"a","g","n",4,10,225,11,4,28,"d",1248.986,0.526363636363636,0.22176598,0.244632848,0,643.5891446,326.579471189829,0,0
239,"a","g","n",4,10,225,11,4,28,"r",1889.158,0.609636363636364,0.335432882,0.369755172,0,1256.094675836,165.296138829738,0,0
240,"a","g","n",4,10,625,31,12,78,"r",7806.412,0.811548387096774,0.491835433225806,1.525539484,0,4056.646988348,540.321691295101,0,0
241,"a","g","n",4,10,225,33,4,28,"r",7427.11,0.724181818181818,0.439578007515152,1.451498804,0,1395.707894592,119.859840645247,0,0
242,"a","g","n",4,10,625,93,12,78,"r",25702.868,0.786838709677419,0.539794775010753,5.020999292,0,4884.283070394,321.511538856343,0,0
243,"a","g","n",4,5,225,11,4,28,"d",0.006,0.000545454545454545,1.06527272727273e-06,0.00081191,0,586.820929756,NA,0,0
244,"a","g","n",4,5,625,31,12,78,"r",4960.766,0.606451612903226,0.312548261290323,1.938671672,0,1648.899914128,325.894185629397,0,0
245,"a","g","n",4,5,225,33,4,28,"r",5963.818,0.663393939393939,0.352972183151515,2.330521158,0,847.392043038,107.706032219227,0,0
246,"a","g","n",4,5,625,31,12,78,"d",3.354,0.00741935483870968,0.000211314838709677,0.002040714,0,996.595300864,909.609324946059,0,0
247,"a","g","n",4,5,625,31,12,78,"r",5517.74,0.672129032258065,0.347639869096774,2.15622397,0,1761.933894618,265.497254043745,0,0
248,"a","g","n",4,5,625,31,12,78,"r",4654.98,0.627612903225806,0.293282509935484,1.819187786,0,1409.192375072,329.462664144023,0,0
249,"a","g","n",4,5,225,33,4,28,"r",4927.994,0.575636363636364,0.291666311818182,1.925893468,0,736.148304754,109.719240081268,0,0
250,"a","g","n",4,5,625,93,12,78,"d",0.006,6.45161290322581e-05,1.26e-07,0.000781696,0,822.996285202,NA,0,0
251,"a","g","n",4,5,225,11,4,28,"d",0.002,0.000181818181818182,3.55090909090909e-07,0.000749022,0,377.814746144,NA,0,0
252,"a","g","n",4,5,625,31,12,78,"r",2085.986,0.313032258064516,0.131425528580645,0.815698386,0,1348.138445364,654.635570960963,0,0
253,"a","g","n",4,5,625,31,12,78,"d",0.022,0.000709677419354839,1.386e-06,0.000729238,0,774.582187562,409.5,0,0
254,"a","g","n",4,5,225,33,4,28,"d",622.356,0.114060606060606,0.0368345178787879,0.24384039,0,245.260031304,303.970539258093,0,0
255,"a","g","n",4,5,625,93,12,78,"r",13019.12,0.51105376344086,0.273419018989247,5.086469738,0,1686.003382872,278.018642878359,0,0
256,"a","g","n",4,5,225,11,4,28,"r",0.148,0.0121818181818182,2.62767272727273e-05,0.000926384,0,495.375023502,202.35,0,0
257,"a","g","n",4,5,225,11,4,28,"r",0.078,0.00490909090909091,1.38487272727273e-05,0.000899124,0,658.92649227,237.6,0,0
258,"a","g","n",4,5,225,11,4,28,"r",0.032,0.00290909090909091,5.68145454545455e-06,0.00087206,0,587.294550844,44,0,0
259,"a","g","n",4,5,225,33,4,28,"r",2036.288,0.295393939393939,0.120518939333333,0.796281074,0,360.777800848,130.680327909977,0,0
260,"a","g","n",4,5,225,33,4,28,"r",3640.376,0.457333333333333,0.21545786,1.42286851,0,595.661195386,115.181936842346,0,0
261,"a","g","n",4,5,625,31,12,78,"r",646.958,0.132903225806452,0.0407609620645161,0.253536186,0,816.017699274,440.097700412058,0,0
262,"a","g","n",4,5,625,93,12,78,"r",15798.152,0.580021505376344,0.331782426086021,6.172049,0,2180.2906446,194.877268592923,0,0
263,"a","g","n",4,5,225,33,4,28,"d",91.012,0.0368484848484849,0.00538659975757576,0.036332788,0,256.576906292,325.326108437105,0,0
264,"a","g","n",4,5,225,11,4,28,"r",1852.692,0.744545454545455,0.328958096909091,0.724521488,0,777.393789138,189.194523845718,0,0
265,"a","g","n",4,5,625,93,12,78,"d",0.01,0.00010752688172043,2.1e-07,0.000799376,0,864.632761772,NA,0,0
266,"a","g","n",4,5,625,93,12,78,"d",0,0,0,0.000780542,0,564.138156332,NA,0,0
267,"a","g","n",4,5,625,31,12,78,"d",0.01,0.00032258064516129,6.3e-07,0.000787008,0,1406.539480528,681,0,0
268,"a","g","n",4,5,225,11,4,28,"d",180.95,0.143818181818182,0.032128906,0.071419476,0,301.091855532,364.533487573387,0,0
269,"a","g","n",4,5,225,11,4,28,"r",412.538,0.281818181818182,0.0732489334545455,0.161963776,0,508.810742242,216.600016693369,0,0
270,"a","g","n",4,5,625,93,12,78,"d",0,0,0,0.00081471,0,1035.627230506,NA,0,0
271,"a","g","n",4,5,225,33,4,28,"d",0,0,0,0.000749696,0,177.160976614,NA,0,0
272,"a","g","n",4,5,625,93,12,78,"r",13552.508,0.518666666666667,0.284620883741936,5.294825446,0,1939.748218822,312.002651145877,0,0
273,"a","g","n",4,5,225,33,4,28,"d",0,0,0,0.000739018,0,308.479699282,NA,0,0
274,"a","g","n",4,5,225,33,4,28,"r",4043.386,0.518787878787879,0.239310250848485,1.580320262,0,566.412980518,114.968489980296,0,0
275,"a","g","n",4,5,625,31,12,78,"d",0.006,0.000193548387096774,3.78e-07,0.000719562,0,964.634878984,92,0,0
276,"a","g","n",4,5,225,11,4,28,"d",0,0,0,0.000781442,0,469.298961016,NA,0,0
277,"a","g","n",4,5,625,93,12,78,"r",13214.214,0.510838709677419,0.277516255053763,5.1626708,0,2173.998105528,339.436528142674,0,0
278,"a","g","n",4,5,625,93,12,78,"r",17390.398,0.615978494623656,0.365221732387097,6.794016934,0,2614.93280474,263.41383010062,0,0
279,"a","g","n",4,5,625,93,12,78,"d",0.002,2.1505376344086e-05,4.2e-08,0.000789546,0,802.014011792,1515,0,0
280,"a","g","n",4,5,225,11,4,28,"d",0.022,0.002,3.906e-06,0.000788836,0,354.423808664,471,0,0
281,"a","g","n",4,5,225,33,4,28,"d",0.002,6.06060606060606e-05,1.18363636363636e-07,0.00077106,0,218.308722704,NA,0,0
282,"a","g","n",4,5,625,31,12,78,"d",0.002,6.45161290322581e-05,1.26e-07,0.00073016,0,988.408851612,826,0,0
283,"a","g","t",3,10,225,33,4,28,"d",1537.69,0.232969696969697,0.0910091141212121,0.301084318,25.49541015,1195.01494922,284.405488545771,11851.398,1071.184
284,"a","g","t",3,10,625,93,12,78,"r",28226.144,0.847290322580645,0.592786962129032,5.51381221,30.06926953,5793.9970664,454.482749803932,13062.9,1907.538
285,"a","g","t",3,10,625,31,12,78,"d",3029.088,0.43458064516129,0.190844757806452,0.59242373,49.908832028,3158.83407422,712.647497585538,22961.52,2391.69
286,"a","g","t",3,10,625,93,12,78,"d",1690.54,0.117483870967742,0.0355036123870968,0.330998404,62.376753928,2059.700019542,1142.90034495827,26405.214,4282.07
287,"a","g","t",3,10,225,11,4,28,"r",3155.388,0.849818181818182,0.560260654909091,0.617065186,46.400835948,1756.06641016,179.777848798768,19411.538,3194.116
288,"a","g","t",3,10,225,11,4,28,"d",11.87,0.0778181818181818,0.00210759163636364,0.003111262,14.226667958,1047.488933594,447.188679245283,6388.734,806.372
289,"a","g","t",3,10,225,33,4,28,"r",11105.99,0.920242424242424,0.657314749212121,2.170047314,12.01244532,2691.19059767,150.804228016758,4109.048,945.858
290,"a","g","t",3,10,625,93,12,78,"r",29109.294,0.863247311827957,0.611334299505376,5.686318866,27.735500006,6208.126750012,497.250502588711,11811.65,1638.878
291,"a","g","t",3,10,625,93,12,78,"d",4990.854,0.251225806451613,0.104814641956989,0.975618038,48.209441402,5369.835417962,763.67890951774,23090.874,1434.306
292,"a","g","t",3,10,625,93,12,78,"d",2663.504,0.153827956989247,0.0559371642795699,0.52095826,42.199281254,2631.54645703,869.792235840781,19607.05,1668.572
293,"a","g","t",3,10,625,31,12,78,"r",10624.304,0.909354838709677,0.66937399116129,2.07592665,27.288652348,5362.494679676,471.151352603159,12757.39,1032.054
294,"a","g","t",3,10,225,33,4,28,"r",9566.07,0.841393939393939,0.566173650545455,1.869271886,11.22779687,2285.228796884,164.928951649543,4245.374,866.512
295,"a","g","t",3,10,225,11,4,28,"r",3767.716,0.896727272727273,0.668983664545455,0.736671182,12.552230466,2238.10915236,190.60282929262,4289.398,1155.798
296,"a","g","t",3,10,625,31,12,78,"r",10203.09,0.905225806451613,0.642835812,1.99368341,25.563347652,5179.642023466,350.301930690448,11189,1491.458
297,"a","g","t",3,10,625,31,12,78,"r",10235.942,0.910322580645161,0.644905619935484,2.000087656,32.543921874,4337.893687502,259.464449106131,14463.854,1794.65
298,"a","g","t",3,10,625,31,12,78,"d",3990.53,0.494451612903226,0.251419481290323,0.780182532,43.484574236,4497.007417992,795.460876012385,19481.622,2097.694
299,"a","g","t",3,10,625,93,12,78,"r",28414.746,0.851139784946237,0.59674785772043,5.550658846,50.05549609,5566.393480462,341.433534153842,22496.198,2724.736
300,"a","g","t",3,10,625,93,12,78,"r",27527.408,0.834967741935484,0.578112567483871,5.377352474,131.78307813,5334.114890618,336.482576089195,50011.946,14522.992
301,"a","g","t",3,10,625,31,12,78,"d",3015.304,0.465870967741935,0.189976310709677,0.589632982,29.168804668,2793.434242186,624.461126358973,13598.366,1171.266
302,"a","g","t",3,10,225,11,4,28,"d",2187.868,0.808727272727273,0.388470881818182,0.428010492,11.202132798,1006.185652358,250.33557015299,5325.986,350.988
303,"a","g","t",3,10,225,33,4,28,"d",2086.09,0.225636363636364,0.123466500242424,0.408238398,13.597761714,755.317378902,315.410746733866,6627.602,390.17
304,"a","g","t",3,10,625,93,12,78,"d",8297.232,0.37647311827957,0.174253024215054,1.621398452,36.055828142,5150.89541019,793.639527832218,15959.914,2129.826
305,"a","g","t",3,10,625,31,12,78,"r",10350.692,0.892387096774194,0.652135332709677,2.022502774,41.233527348,5190.504500002,328.369762611233,17454.646,2798.166
306,"a","g","t",3,10,225,33,4,28,"d",2167.1,0.241454545454545,0.12826112630303,0.424048444,11.259039062,815.860191422,368.935196451119,5400.252,314.706
307,"a","g","t",3,10,225,11,4,28,"r",3414.812,0.906363636363636,0.606323152909091,0.667716788,14.381964864,2002.413687472,162.719927048008,6356.17,746.562
308,"a","g","t",3,10,225,11,4,28,"r",3385.894,0.906,0.601188565636364,0.662064604,14.164984374,1835.050519518,183.048525721173,6217.812,824.834
309,"a","g","t",3,10,225,11,4,28,"d",2210.084,0.784727272727273,0.392415482727273,0.432433284,23.270796888,1479.42778908,313.580275637623,9800.324,1522.89
310,"a","g","t",3,10,225,33,4,28,"d",2197.282,0.284909090909091,0.130047466181818,0.429956076,80.626847676,714.24795312,292.750835471675,39762.312,1272.724
311,"a","g","t",3,10,625,31,12,78,"d",4862.06,0.623548387096774,0.306329385419355,0.950417316,28.617261718,6038.510453108,721.846183341147,13475.988,998.454
312,"a","g","t",3,10,225,11,4,28,"d",2326.056,0.822363636363636,0.413007102,0.455066098,17.802800786,806.09449608,245.047878441697,8680.746,375.194
313,"a","g","t",3,10,225,33,4,28,"r",9652.708,0.847515151515152,0.571301372969697,1.886182798,16.207523434,2020.333085934,172.635596396669,6061.282,1347.64
314,"a","g","t",3,10,225,11,4,28,"r",3455.804,0.867272727272727,0.613601560909091,0.675763438,11.097023426,2111.350046876,198.147560884943,4749.496,708.782
315,"a","g","t",3,10,625,93,12,78,"r",30426.95,0.877462365591398,0.639006846602151,5.943674844,39.692871096,6222.430316412,500.827726803503,17740.844,2109.694
316,"a","g","t",3,10,625,93,12,78,"d",3207.758,0.180774193548387,0.0673672293333333,0.62729239,127.233261728,2806.274796896,663.957036101972,58985.186,5552.052
317,"a","g","t",3,10,225,33,4,28,"r",10047.254,0.878181818181818,0.594652817212121,1.96326196,12.8130195,2017.498871094,185.166743464381,4582.87,1140.396
318,"a","g","t",3,10,225,33,4,28,"r",9695.214,0.847515151515152,0.573817116121212,1.89449664,13.42317188,2262.401140642,182.532941218071,4903.004,1091.178
319,"a","g","t",3,10,625,31,12,78,"d",3960.748,0.516129032258065,0.249543094903226,0.77436773,28.77114063,4952.618957026,625.443193810345,12825.906,1536.118
